,product_name,generic_name,brands,categories
232,Blédi'Délice chocolat,Crème dessert chocolat,"Blédina,Danone","crème dessert au chocolat,crème dessert,Goûters et desserts pour bébé"
233,Pâte d'Arachide,,PSP,Beurres de cacahuètes
234,"Compotes Douceurs Du Verger, Pomme Fraise Gourdes 4x90g",,Douceur du verger,
235,Préparation originale pour cake aux olives,,Jean Martin,"Apéritif,Gateaux,Gateaux salés"
236,"Blanc de Dinde, Cuit à l'étouffée (4 tranches)","Blanc de dinde de qualité supérieure, cuit et traité en salaison","Saint Alby,Lidl Stiftung & Co. KG","Frais,Viandes,Charcuteries,Volailles,Dindes,Blancs de dinde,Charcuteries cuites"
237,Pur jus de pomme ,jus de fruit,"Etre Bio,Norma","Jus de pomme,Jus de fruits 100% pur jus"
238,Sir Edwards Magnum Whisky 40º,,Sir Edwards,Whiskys
239,"Sandwich Falafel sauce au fromage blanc, choux croquants et légumes marinés","Pain 34,1% garni de falafel 27,4%, d'une sauce fromage blanc 18,2%, d'un mélange de choux crus et de légumes marinés 13,6% - surgelés",Picard,"Falafel surgelé,Plats préparés surgelés,Plats préparés d'origine végétale"
240,Dés de volaille,,"Tradilège,Marque Repère","Charcuteries cuites,Dés de volaille"
241,olives vertes dénoyautées,olives vertes,Maçarico,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Conserves,Pickles,Produits de l'olivier,Pickles d'origine végétale,Olives,Olives vertes"
242,Cocktail de Fruits de Mer surgelé,Cocktail de fruits de mer surgelé,Leader Price,"Frozen foods,Fruits de mer"
243,Gnocchi à poêler,,Lustucru,"Gnocchi,Pâtes fraîches"
244,Oméga 3 et 6 (offre éco!),,Fruit d'Or,Mélanges d'huiles
245,Veganuts,,"Artisans du monde,Artisan Végane",
246,Petites baguettes ,Petits sablés pur beurre au chocolat noir,Michel et Augustin,"Biscuits,Biscuits au chocolat"
247,Chocolat blanc aux Notes de Vanille,,La Vie Claire,"Snacks sucrés,Chocolats,Chocolats blancs"
248,Sauce Napolitaine,,Casino,"Epicerie,Sauces,Sauce Napolitaine"
249,"Son D'avoine Alimentaire - 2, 5 kg",,Naturaline,
250,Camembert,,Leader Price,Camemberts
251,Jambon supérieur découenné dégraissé,Jambon supérieur découenné dégraissé,Casino,Jambons blancs
252,Sandwich pain de mie Trio jambon,,Bon App.,
253,Jus de Pamplemousse à base de jus concentré,Jus de pamplemousse à base de jus concentré,"Belle France,Francap Distribution","en:plant-based-foods-and-beverages, en:plant-based-beverages, en:fruit-based-beverages, en:juices-and-nectars, en:fruit-juices-and-nectars, en:fruit-juices, en:concentrated-fruit-juices, en:grapefruit-juices, en:concentrated-grapefruit-juices, en:beverages"
254,Graines de maïs frites tendres,,La Madrileña,
255,Orecchiette N°87 (Leggendari),,Rummo,
256,Mélange 4 céréales nature,"Préparation précuite à base de blé dur, de soja et d'autres céréales",Auchan,Céréales
257,Vitaquell Kokosöl Mild,,Vrai d agriculture biologique,
258,Confiture d'Orange,,U bio,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Produits à tartiner,Petit-déjeuners,Fruits et produits dérivés,Pâtes à tartiner végétaux,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits,Confitures d'agrumes,Confitures d'orange"
259,Fitou,Vin rouge Fitou,Maitres Vignerons de Cascastel,"Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Fitou"
260,Coca-Cola cherry,Boisson rafraîchissante aux extraits végétaux et arôme cerise.,Coca-Cola,"Boissons,Boissons gazeuses,Sodas,Sodas au cola,Boissons sucrées"
261,Freedent white menthe douce mp 5 + 1 étui gratuit,,Freedent,
262,Filets d'anchois Nature Marinés,filets d'anchois nature,"Ronde des Mers,Marque Repère,Leclerc","Produits de la mer,Poissons,Filets de poissons,Filets d'anchois,Filets d'anchois marinés"
263,Les essentiels Poulet,Filets de poulet jaune,"Sans marque,Gastronome Distribution","Viandes,Volailles,Poulets,Filets de poulet"
264,Penne à la Bolognaise,Pâtes alimentaires sauce bolognaise,"Toque du Chef,Lidl Stiftung & Co. KG","Frais,Plats préparés,Plats à base de viande,Plats à base de viande bovine,Plats préparés à réchauffer au micro-ondes,Plats préparés frais,Box,Box de pâtes,Penne à la bolognaise,Pâtes cuisinées"
265,Galette Suédoise Flocon d'avoine,,"P'tit Déli,Marque Repère","Snacks sucrés,Biscuits et gâteaux,Biscuits"
266,"Côtes du Rhône, les cailloux roulés",,,"Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône"
267,Pur jus Fruits rouges,"Jus et purées de raisin, framboise, cerise, fraise, cassis et mûre, flash pasteurisé, réfrigéré",Cora,"Jus multifruits,Jus de fruits 100% pur jus"
268,Beurre extra-fin demi-sel,Beurre demi-sel 80% Mat. Gr.,Netto,Beurres demi-sel
269,Crème Fraiche Épaisse,,Yogourmand,
270,Jambon Cuit avec Couenne,,Auchan bio,
271,Jambon Cru bio,,Monoprix,Jambons crus
272,herta cervelas,cervelas,herta,charcuterie
273,6 cônes vanille avec pépites de nougatine,"6 cônes chemisés d'enrobage au cacao maigre, glace vanille, pépites de nougatine et pâte à glacer au cacao maigre en décor, surgelée",Auchan,"Desserts,Surgelés,Desserts glacés,Glaces et sorbets,Glaces,Cônes"
274,Sauce au poivre ,,"Rustica,Marque Repère",Sauces au poivre
275,choco petales,pétales de blé au chocolat,kalibio,
276,Fecule de pomme de terre BLOCH,,Bloch,
277,MUTTERS BESTE Röstzwiebeln,,Mutter Beste,en:fats
278,Bonbons arôme violette,Bonbons arôme violette sans sucres,Lucien Georgelin,"Snacks sucrés,Confiseries,Bonbons,Violettes"
279,Kids diabolo grenadine,Boisson gazéifiée saveur grenadine,Leader Price,"Boissons,Sodas aux fruits,Sodas,Boissons gazeuses"
280,"Petits pois extra fins, Bio",,Leader Price,
281,Beurre de baratte,,"Ker Argoet,Selection des mousquetaires",en:fats
282,Thon Albacore au naturel,,Cora,"Produits de la mer,Poissons,Thons,Thons en conserve,Thons au naturel,Thons Albacore"
283,Gorgonzolo aop,,Intermarché,
284,Cancoillotte Franc Comtoise à,,Maison Raguin - 380 gr,
285,Boulettes Au Boeuf Sauce Provencale Et Riz,,Thiriet,
286,Isey skyr,,Hreint,
287,Pizza 3 fromages fondants,,Sodebo,Pizzas aux trois fromages
288,Viande séchée Carrefour,Viande de boeuf séchée en tranches,Carrefour,"en:meats, en:beef"
289,MILK'KISS brassé vanille gourdes,,Milk Kiss,
290,Le velouté Trembladais,Soupe de poisson charentaise artisanale,Pêcherie Seudre Atlantique,Soupe de poissons
291,Chocolat Noir doux et Fondant,chocolat noir,Alter Eco,"Snacks sucrés,Chocolats,Chocolats noirs"
292,Farine bise de blé t80,,Moulin St Joseph,Farines de blé T80
293,Le supérieur avec couenne -25 % de sel,,Fleury Michon,"Viandes,Charcuteries,Jambons,Jambons blancs"
294,Tablette éclats Fèves & Sel Marin,,"Lovechock,Lovechock com",
295,Filets de Maquereaux (le Grillé aux 3 Poivres),Filets de maquereaux grillés aux 3 poivres,Petit Navire,"Conserves,Produits de la mer,Poissons,Poissons en conserve,Maquereaux,Maquereaux en conserve,Filets de maquereaux,Filets de maquereaux grillés"
296,Moelleux au Chocolat au coeur fondant,,Lindt,"Snacks sucrés,Chocolats"
297,Maxi Tenders® *,,KFC,
298,Jambon cru,,Arro,
299,"Saucisse Colmett Tempé, A Tartiner 150g",,Tempe,
300,Pur jus de citron,,La Vie Claire,"Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Boissons aux fruits,Jus et nectars,Jus et nectars de fruits,Jus de fruits,Jus de citron"
301,Père Noël chocolat,Chocolat supérieur au lait,Sans marque,"Snacks sucrés,Chocolats,Chocolats au lait,Moulages en chocolat"
302,Peanut Bites,,"Eridanous,Lidl","Confiseries,Nougats à la cacahuète"
303,Gressins Artisanaux Biologiques avec Huile d'Olive Extra Vierge. - Romarin,Gressins artisanaux,La Buona Terra,"en:plant-based-foods-and-beverages, en:plant-based-foods, en:cereals-and-potatoes, en:breads, en:breadsticks"
304,Biscottes au germe de blé Casino,Biscottes,Casino,"en:plant-based-foods-and-beverages, en:plant-based-foods, en:cereals-and-potatoes, en:breads, en:zwieback"
305,Cocktail de 6 fruits,,La Vie Claire,en:beverages
306,Rosé Sucette Mandarine,,"Prodimas,Rosé Sucette","Boissons,Boissons alcoolisées,Vins,Vins rosés,Vins aromatisés"
307,Noix de coco,,Grand Frais,
308,Sarrasin millet au naturel,,Céréal bio,
309,Truffes Nature,,Beaumesnil,
310,Blanc de dinde,,Fleury Michon,Blancs de dinde
311,"Boisson Pomme Cassis Framboise, La Bouteille De",,Look,"en:non-sugared-beverages, en:beverages"
312,Burger à la farine de soja,Pain burger sans gluten,Gerblé,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains spéciaux,Pains Burger"
313,Petit clown lait,Petits-beurres avec 40 % de chocolat au lait,Sondey,"Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat au lait"
314,Bami goreng,,Boni,
315,Légumes Verts Poulet,,Blédina,"Potages pour bébé,Plats principaux pour bébé"
316,Légumes pour Ratatouille,,SCEA Exobibel,Légumes frais
317,Finisima Pechuga De Pollo 125 GR HOD LAVAN,,Hod Lavan,
318,Potato Chips Anglesey Sea Salt PDO flavour,,"Market Deli,Lay's","Snacks salés,Apéritif,Chips et frites,Chips,Chips de pommes de terre"
319,Brassé Fraise,Aliment pour bébés : dessert lacté sucré à la fraise,Carrefour Baby,"Desserts lactés pour bébé,Dès 6 mois"
320,Sauce béchamel ,Sauce béchamel stérilisée UHT ,"Leader Price,DLP (Distribution Leader Price),Groupe Casino","Epicerie,Sauces,Sauces béchamel"
321,Yaourts aux Fruits (12 pots),"Yaourt brassé sucré aux fruits (2 Fraise, 2 Abricot, 2 Mûre, 2 Cerise, 2 Pêche, 2 Ananas)",Dia,"Frais,Produits laitiers,Desserts,Yaourts,Yaourts aux fruits,Yaourts brassés,Yaourts sucrés,Yaourts multifruits"
322,Ristorante Pizza Quattro Formaggi,"Pizza à pâte fine et croustillante richement garnie de 4 variétés de fromage : Mozzarella, Edam, Emmental, Bleu; surgelée",Dr. Oetker,Pizzas surgelées
323,Sauce Chili aux haricots rouges,Sauce Mexicaine,Uncle Ben's,"Epicerie,Sauces"
324,Macarons à la Noix de Coco,,Antoinette Pâtisserie,"Macarons,Gâteaux"
325,COMPOTE DE PECHES JAUNES,,Coteaux nantais,
326,Pepites caramélisées,,Vahiné,
327,VEGI MIX BOULGOUR QUINOA POIS CHICHES,,Lima,
328,4 hachés de saumon,,Toupargel,"Saumons,Poissons surgelés"
329,Passion,,Terre Adélice,
330,tresor kellogg's,,"kellogg's,Trésor","céréales fourrées,Céréales pour petit-déjeuner"
331,Pain de mie sans croûte complet,,La Boulangère,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains de mie complet,Pains de mie sans croûte"
332,Ginko agave cristal 250g,,Ginko,
333,Les Entremets Chocolat Noir Surgelés avec glaçage fondant,"Mousse au chocolat noir, glaçage au cacao maigre, génoise au cacao, sirop au cacao, décor. Pâtisserie surgelée","Sans marque,Prolainat",Gâteaux et pâtisseries surgelés
334,Pastilles verneine menthe cardamote,,Aromandise,
335,Velours Noir,Café noir arabica,jacobs douwe egberts,"Boissons,Boissons chaudes,Cafés,Boissons non sucrées,Cafés moulus"
336,Tagliatelle aux Oeufs Sans Gluten,,Eat gluten free,
337,Minis ,Chocolat au lait,Riegelein Confiserie,"Bonbons de chocolat,Chocolats au lait"
338,Céréales fourrées au lait,Spécialité céréalière fourrage au lait riche en vitamines,"Brin de Jour,Marque Repère","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales fourrées"
339,Curcuma plus,,Fleurance Nature,
340,Sassy Sour,,Sugarpova,"Snacks sucrés,Confiseries,Bonbons,Bonbons gélifiés"
341,Le Cadeau Caramel Chocolat Amandes,"Pâtisserie à base de mousse au caramel, mousse au chocolat noir, biscuit, crémeux au caramel et morceaux d'amandes grillées caramélisée, surgelée.",Thiriet,"Desserts pâtissiers,Pâtisseries surgelés"
342,"Champagne AOP, brut",,Mumm,
343,Potiron et kiri,,Liebig,
344,Touches Noires Evernat,,Evernat,
345,Magic Cookies Coeur Fondant,Cookies au chocolat au coeur fondant,Arizona,"Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Cookies,Cookies au chocolat,Biscuits fourrés"
346,Sel fin de Guérande,,Franprix,Sels de Guérande
347,8 mini hot-dogs,,picard,"Surgelés,Entrées et snacks surgelés"
348,Bière sans alcool heineken,,Heineken,Bière sans alcool
349,Rollini Épinards,"Spécialité grecque, farcis aux épinards",Soto,"en:meals, en:prepared-vegetables"
350,Jus multivitaminé 11 fruits,"Jus et purées de 11 fruits, flash pasteurisés, réfrigérés","Jafaden,Marque Repère","Boissons,Boissons à base de végétaux,Boissons aux fruits,Jus et nectars,Jus et nectars de fruits,Jus de fruits,Jus multifruits"
351,Extra mie,,Casino,"en:plant-based-foods-and-beverages, en:plant-based-foods, en:cereals-and-potatoes, en:breads, en:sliced-breads, fr:pains-de-mie-sans-croute"
352,Ptes Feuilletées Pur Beurre,,Marie,
353,Échalotes traditionnelles,,Daniel Cadiou,Echalotes
354,Chocolat Noir Epeautre,,Moulin des moines,
355,Courgettes Bio,,Bouquet bio,
356,Nappage Saveur Chocolat Et Saveur Beurre De Cacahuètes,,Reese s,
357,Nouba Abricot,,Nouba,
358,GINGEMBRE CONFIT,,Pural,
359,Asperges Blanches,,Carrefour,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Conserves,Légumes et dérivés,Aliments à base de plantes en conserve,Légumes en conserve,Asperges en conserve,Asperges blanches en conserve"
360,Fromage blanc au lait de brebis,,Franprix,"Fromages blancs,Fromages de brebis"
361,Paella poulet et fruits de mer,,Marie,
362,Tictac Breeze Erbe Alpine Sugar Free X25,,Tictac,
363,Plateau nem 3 saveurs,"Assortiment de trois variétés de nems, accompagné de sauce nuoc mâm",Carrefour,"Plats préparés,Nems"
364,Pommes noisettes,"Préparation à base de purée et de flocons de pomme de terre, préfrite, surgelée",Auchan,"Chips et frites,Pommes noisettes,Surgelés"
365,7up cherry,,7up,Sodas
366,Amandes sucrées sésame,,Epicerie d'ici et d'ailleurs,
367,Fromage fermier de brebis au lait cru - poivre gris moulu,Fromage de brebis au lait cru,Fromagerie La Tchiote Bedigue,"Fromages au lait cru,Fromages de brebis"
368,Sel de Guérande IGP,,Reflets de france,"Sels de Guérande,Sels marins,Sels de table"
369,Sandwich saumon fumé aneth,"sandwich au pain polaire garni de saumon fumé, de fromage frais et d'aneth",Casino,"Sandwichs,Sandwichs au poisson,Sandwichs au saumon,Sandwich polaire"
370,Lait caramel Dupont d'isigny à la fleur de sel de Guérande,"Chocolat supérieur au lait fourré (30%), au caramel au lait frais d'Isigny et à la fleur de sel de Guérande",Scholetta,"Snacks sucrés,Chocolats,Chocolats au lait"
371,Sirop de poire,Sirop de poire,La maison guiot,"Sirops,sirops de poire"
372,Fraise au lait de la ferme bio du Vexin Normand,,Bio Des Peupliers,
373,Abricots Moelleux,Abricots secs réhydratés à 38%,Sans marque,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Fruits et produits dérivés,Produits déshydratés,Aliments à base de plantes séchés,Fruits secs,Abricots secs"
374,Jambon a la broche (-25% de sel),Jambon cuit supérieur rôti à la broche à teneur en sel réduite de 25%,"Tradilège,Marque repère","Viandes,Charcuteries,Jambons,Jambons blancs,Jambons blancs à teneur réduite en sel"
375,Colorant alimentaire en poudre Bleu,Colorant alimentaire en poudre Bleu,Sainte Lucie,Colorants alimentaires
376,Confiture de fleurs d'hibiscus,,,
377,Conchiglioni rigati,,Pacificio G. Di Martino,
378,Knacks Strasbourg (x 10),Saucisses de Strasbourg,Dia,"Frais,Viandes,Charcuteries,Saucisses,Saucisses françaises,Porc,Saucisses de Strasbourg,Knacks industrielles"
379,La Compote de Fraises avec Morceaux,,Côteaux Nantais,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Desserts,Fruits et produits dérivés,Compotes,Compotes de fraise"
380,2 Hachés Oignon,Préparation de viande hachée de boeuf à l'oignon,Bigard,"Viandes,Boeuf,Viandes fraîches,Préparations de viande,Préparations de viande bovine,Préparations de viande fraîches,Préparations de viande hâchée,Préparations de viande hachées fraîches,Préparations de viande bovine hâchée,Préparations de viande bovine hachée fraîches"
381,Maxi Douceur Orange,Jus d'orange à base de concentré,Fruité,Jus d'orange à base de concentré
382,Jambon fumé supérieur,,"Le Wacq,Le Coduno,La Collégiale","Viandes,Charcuteries,Jambons,Jambons blancs,Jambons blancs fumés"
383,Chiffonnade lard de Savoie,,Peguet Savoie,
384,Rêves de chocolat Rochers Fraîcheur Lait Beaumesnil,chocolat au lait,Beaumesnil,"Desserts,Snacks sucrés,Chocolats,Chocolats au lait,Assortiments de chocolats"
385,Feuilles de navet,,Gvtarra,"Légumes,Navets"
386,Sandwich polaire Tomate Bacon Oeuf Mayonnaise allégée,"Sandwich au pain spécial, à l'oeuf dur, au bacon cuit goût fumé, à la mayonnaise allégée en matières grasses et à la tomate.","Chef Select to Go,Chef Select","Sandwichs,Sandwich polaire,Sandwichs garnis de charcuteries,Sandwichs au bacon"
387,Boisson à l'Avoine Nature,Boisson biologique à base d'avoine,La Vie Claire,"Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Boissons à base de végétaux,Substitut du lait,Laits végétaux,Laits de céréales,Boissons non sucrées,Laits d'avoine"
